121.98,-68.62,-24.1,29.8,4.4
159.83,-55.60,-19.1,4.9,4.4
165.04,-42.23,24.5,6.4,4.4
264.14,-38.64,-7.6,-202.1,4.4
302.22,77.71,12.4,24.3,4.4
218.15,-50.46,-30.2,-17.0,4.4
351.99,6.38,-123.7,-43.7,4.4
73.22,-5.45,-18.4,23.6,4.4
216.55,-45.38,12.3,-4.2,4.4
216.88,75.70,8.2,22.7,4.4
114.71,-26.80,-19.4,24.1,4.4
131.59,-13.55,19.1,-12.3,4.4
241.85,-20.87,44.4,-44.7,4.4
161.45,-80.54,-37.3,5.3,4.4
210.43,-45.60,11.9,-18.7,4.4
165.58,20.18,-8,38.4,4.4
348.58,-6.05,37.4,-195.2,4.4
286.60,-37.06,87.7,-283.9,4.4
309.58,-1.11,18,-15.9,4.4
92.98,14.21,0,-20.5,4.4
174.24,-0.82,1.8,43.5,4.4
125.71,43.19,-24.6,-99.0,4.4
207.36,-34.45,-44.4,-59.1,4.4
182.02,-50.66,-34.8,-9.3,4.4
95.94,4.59,-16.9,11.8,4.4
156.79,-31.07,-80.6,10.0,4.4
197.50,17.53,-430.1,137.8,4.4
144.27,81.33,-15.9,-16.1,4.4
329.48,-54.99,47.6,-2.6,4.4
74.32,53.75,-19.2,9.9,4.4
270.44,1.31,12.9,-17.0,4.4
93.84,29.50,-72.1,-262.1,4.4
78.31,-12.94,-12.3,-1.7,4.4
78.07,-11.87,28,-26.8,4.4
97.04,-32.58,-13.8,23.8,4.4
82.70,5.95,5.1,-41.7,4.4
284.24,-67.23,-7.3,14.1,4.4
9.64,29.31,-231.8,-253.3,4.4
118.16,-38.86,-9.7,2.9,4.4
274.97,36.06,-16.1,41.4,4.4
330.95,64.63,213.9,88.6,4.4
104.32,58.42,-0.7,-129.9,4.4
233.79,-41.17,-28.2,-42.0,4.5
346.72,-43.52,-47.9,-11.9,4.5
47.91,19.73,154.5,-9.9,4.5
310.86,15.07,-19.1,-42.5,4.5
216.73,-83.67,-96.1,-13.0,4.5
33.25,8.85,-24.2,-9.5,4.5
326.13,17.35,8.3,-10.5,4.5
269.63,30.19,-1,2.7,4.5
131.68,-56.77,-9.7,7.1,4.5
122.15,-2.98,-15.4,-3.5,4.5
295.02,18.01,14.7,-19.3,4.5
124.64,-36.66,-110,99.9,4.5
345.97,3.82,12.7,-9.1,4.5
88.60,20.28,-174.6,-89.9,4.5
61.17,22.08,91.7,-58.8,4.5
220.29,13.73,66.3,-20.6,4.5
283.63,36.90,-6.8,2.0,4.5
186.73,28.27,-82.6,-80.7,4.5
125.16,-77.48,-129.9,41.0,4.5
143.71,52.05,-64.5,-37.0,4.5
229.46,-30.15,-10.9,-6.4,4.5
119.56,-49.24,-9.8,5.7,4.5
94.14,-35.14,1.8,88.1,4.5
359.98,-65.58,49.2,-22.7,4.5
151.98,-0.37,-15.4,-9.9,4.5
142.93,22.97,-20.4,-38.1,4.5
193.28,-48.94,-79.1,-24.1,4.5
289.09,38.13,-2,1.4,4.5
169.17,-3.65,-108.7,-36.5,4.5
163.90,24.75,-71.5,-12.8,4.5
355.68,-14.54,98.9,-66.5,4.5
70.14,-41.86,-141.1,-74.4,4.5
112.04,8.93,-59.6,11.3,4.5
236.61,7.35,-224.5,-69.2,4.5
98.23,7.33,-3.4,-5.4,4.5
200.66,-60.99,-34.2,-19.8,4.5
144.84,-61.33,-37.4,19.2,4.5
295.26,17.48,8.2,-32.5,4.5
155.23,-56.04,-21,2.6,4.5
351.34,23.40,192.7,35.9,4.5
52.64,48.00,2.4,16.7,4.5
